Manufacturer,Model,Description,Transmission,Engine Capacity,Fuel Type,Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Metric Urban (Cold),Metric Extra-Urban,Metric Combined,Imperial Urban (Cold),Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel Cost 12000 Miles,Electricity cost,Total cost / 12000 miles,Euro Standard,Noise Level dB(A),Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],,,,,,,
BMW,"5 Series Touring F11, From March 2010",520d - 17'' tyres,A8,1995,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,118,"£1,068",,"£1,068",6,69.0,145,,31,37,0.10,,,,,,,
BMW,"5 Series Touring F11, From March 2010",520d - 17'' tyres,M6,1995,Diesel,,,,,5.5,4.1,4.6,51.4,68.9,61.4,122,"£1,093",,"£1,093",6,71.0,314,,49,61,0.20,,,,,,,
BMW,"5 Series Touring F11, From March 2010",520d - 18'' tyres,A8,1995,Diesel,,,,,5.5,4.2,4.7,51.4,67.3,60.1,123,"£1,116",,"£1,116",6,69.0,145,,31,37,0.10,,,,,,,
BMW,"5 Series Touring F11, From March 2010",520d - 18'' tyres,M6,1995,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,71.0,314,,49,61,0.20,,,,,,,
BMW,"5 Series Touring F11, From March 2010",520d - 19'' tyres,A8,1995,Diesel,,,,,5.7,4.4,4.9,49.6,64.2,57.6,128,"£1,165",,"£1,165",6,69.0,145,,31,37,0.10,,,,,,,
BMW,"5 Series Touring F11, From March 2010",525d - 17'' tyres,A8,1995,Diesel,,,,,5.9,4.4,4.9,47.9,64.2,57.6,129,"£1,165",,"£1,165",6,72.0,65,,27,41,0.30,,,,,,,
BMW,"7 Series Saloon G11, From October 2015",730d Saloon - 18'' tyres,A8,2993,Diesel,,,,,5.5,4.2,4.7,51.4,67.3,60.1,124,"£1,116",,"£1,116",6,69.0,240,,27,105,0.10,,,,,,,
BMW,"7 Series Saloon G11, From October 2015",730d Saloon - 19'' & 20'' tyres,A8,2993,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,129,"£1,165",,"£1,165",6,69.0,240,,27,105,0.10,,,,,,,
BMW,"7 Series Saloon G12, From October 2015",730Ld Saloon - 18'' tyres,A8,2993,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,69.0,240,,27,105,0.10,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 sDrive18d - 17'' & 18'' tyres,A8,1995,Diesel,,,,,5.1,3.9,4.3,55.4,72.4,65.7,114,"£1,021",,"£1,021",6,69.0,145,,27,34,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 sDrive18d - 19'' tyres,M6,1995,Diesel,,,,,5.1,3.9,4.3,55.4,72.4,65.7,114,"£1,021",,"£1,021",6,69.0,222,,37,54,0.10,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 sDrive18d - 19'' tyres,A8,1995,Diesel,,,,,5.3,4.1,4.5,53.3,68.9,62.8,119,"£1,068",,"£1,068",6,69.0,145,,27,34,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive18d - 17'' & 18'' tyres,A8,1995,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,69.0,145,,27,34,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive18d - 17'' & 18'' tyres,M6,1995,Diesel,,,,,5.5,4.3,4.7,51.4,65.7,60.1,124,"£1,116",,"£1,116",6,71.0,220,,26,67,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive18d - 19'' tyres,A8,1995,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,165",,"£1,165",6,69.0,145,,27,34,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive18d - 19'' tyres,M6,1995,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,165",,"£1,165",6,71.0,220,,26,67,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive20d - 17'' & 18'' tyres,M6,1995,Diesel,,,,,5.7,4.3,4.8,49.6,65.7,58.9,127,"£1,139",,"£1,139",6,74.0,216,,29,65,0.00,,,,,,,
BMW,"X1 Series F48 , From October 2015",X1 xDrive20d - 17'' & 18'' tyres,A8,1995,Diesel,,,,,5.6,4.4,4.9,50.4,64.2,57.6,128,"£1,165",,"£1,165",6,68.0,103,,18,49,0.00,,,,,,,
BMW,"X1 Series F48, From March 2016",X1 xDrive20d - 17'' & 18'' tyres,A8,1995,Diesel,,,,,5.7,4.5,4.9,49.6,62.8,57.6,129,"£1,165",,"£1,165",6,68.0,103,,18,49,0.00,,,,,,,
BMW,"X3 Series F25, From November 2010",X3 xDrive20d - 8J x 17'' wheels,A8,1995,Diesel,,,,,5.3,4.7,4.9,53.3,60.1,57.6,129,"£1,165",,"£1,165",6,71.0,145,,35,79,0.20,,,,,,,
BMW,"X4 Series F26, From July 2014",X4 xDrive20d - 8J x 17'' wheels,A8,1995,Diesel,,,,,5.3,4.7,4.9,53.3,60.1,57.6,129,"£1,165",,"£1,165",6,71.0,145,,35,79,0.20,,,,,,,
CHRYSLER JEEP,"Jeep Renegade, MY2017",1.6 120bhp 4x2,M6,1598,Diesel,,,,,5.1,4.0,4.4,55.4,64.2,62.8,115,"£1,068",,"£1,068",6,72.0,301,,26,79,0.60,,,,,,,
CHRYSLER JEEP,"Jeep Renegade, MY2017",1.6 120bhp 4x2,SAT6,1598,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,118,"£1,068",,"£1,068",6,65.0,105,,70,104,0.12,,,,,,,
CITROEN,Berlingo Multispace,BlueHDi 100,M5,1560,Diesel,,,,,5.1,3.9,4.3,55.4,72.4,65.7,113,"£1,021",,"£1,021",6,69.0,309,,26,53,0.05,,,,,,,
CITROEN,Berlingo Multispace,BlueHDi 120 S&S (10/16 production onwards),M6,1560,Diesel,,,,,4.8,3.9,4.3,58.9,72.4,65.7,113,"£1,021",,"£1,021",6,68.3,239,,38,57,0.11,,,,,,,
CITROEN,C4 Picasso,BlueHDi 150 S&S (18 inch wheels) - 01/16 production onwards,M6,1997,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,111,"£1,021",,"£1,021",6,73.1,175,,74,84,0.13,,,,,,,
CITROEN,C4 Picasso,BlueHDi 150 S&S EAT6 (18'' wheels) (05/15 production),A6,1997,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,72.7,415,,43,69,0.10,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 150 S&S (18 inch wheels) (01/16 production onwards),M6,1997,Diesel,,,,,5.1,3.8,4.3,55.4,74.3,65.7,111,"£1,021",,"£1,021",6,74.9,175,,74,84,0.13,,,,,,,
CITROEN,Grand C4 Picasso,BlueHDi 150 S&S EAT6 (18'' wheels) (05/15 production),A6,1997,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,74.2,415,,43,69,0.10,,,,,,,
DACIA,"Duster Euro6, 2015",dCi 110 4X2,M6,1461,Diesel,,,,,4.5,4.3,4.4,62.5,65.7,64.2,115,"£1,045",,"£1,045",6,75.0,168,,49,122,0.05,,,,,,,
DACIA,"Duster Euro6, 2015",dCi 110 4X4,M6x2,1461,Diesel,,,,,4.8,4.7,4.7,58.9,60.1,60.1,123,"£1,116",,"£1,116",6,74.7,139,,45,110,0.01,,,,,,,
DACIA,"Duster Euro6, 2015",dCi 110 Auto EDC,A6,1461,Diesel,,,,,4.4,4.5,4.5,64.2,62.8,64.2,116,"£1,045",,"£1,045",6,72.1,115,,34,72,0.49,,,,,,,
DS,DS4,BlueHDi 120 S&S EAT6 (18 inch wheels) 10/16 production onwards,A6,1560,Diesel,,,,,4.9,3.9,4.2,57.6,72.4,67.3,111,£997,,£997,6,66.8,144,,53,63,0.02,,,,,,,
DS,DS4,BlueHDi 150 S&S (18'' wheels)(01/16 production onwards),M6,1997,Diesel,,,,,4.9,3.8,4.2,57.6,74.3,67.3,111,£997,,£997,6,72.3,368,,52,78,0.17,,,,,,,
DS,DS4,BlueHDi 180 S&S EAT6,A6,1997,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,115,"£1,045",,"£1,045",6,74.0,263,,27,43,0.07,,,,,,,
DS,DS4 Crossback,BlueHDi 120 S&S EAT6 (18 inch wheels) 10/16 production onwards,A6,1560,Diesel,,,,,4.9,3.9,4.2,57.6,72.4,67.3,111,£997,,£997,6,66.8,144,,53,63,0.02,,,,,,,
DS,DS4 Crossback,BlueHDi 180 S&S EAT6,A6,1997,Diesel,,,,,5.3,3.9,4.4,53.3,72.4,64.2,115,"£1,045",,"£1,045",6,74.0,263,,27,43,0.07,,,,,,,
DS,DS5,BlueHDi 150 S&S (01/16 production onwards),M6,1997,Diesel,,,,,5.2,3.8,4.3,54.3,74.3,65.7,113,"£1,021",,"£1,021",6,73.4,343,,36,61,0.03,,,,,,,
DS,DS5,BlueHDi 180 S&S EAT6 Auto (10/16 production onwards),A6,1997,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,117,"£1,068",,"£1,068",6,72.7,289,,37,58,0.06,,,,,,,
DS,DS5,BlueHDi 180 S&S EAT6 Auto (production up to 09/16),A6,1997,Diesel,,,,,5.1,4.1,4.4,55.4,68.9,64.2,114,"£1,045",,"£1,045",6,72.7,289,,37,58,0.06,,,,,,,
FIAT,"500 X, 2015 onwards",2.0 MultiJet 140 bhp (4 x 4),M6,1956,Diesel,,,,,5.8,4.4,4.9,48.7,64.2,57.6,130,"£1,165",,"£1,165",6,74.5,250,,72,121,0.53,,,,,,,
FIAT,"500L MPW, August 2013 onwards",1.6 16v MultiJet 120 bhp - Euro 6,M6,1598,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,112,£997,,£997,6,72.0,324,,69,120,0.59,,,,,,,
FIAT,"500L, from 2013 onwards",1.6 16v MultiJet 120 bhp Trekking,M6,1598,Diesel,,,,,4.9,4.0,4.3,57.6,70.6,65.7,114,"£1,021",,"£1,021",6,72.0,324,,69,120,0.59,,,,,,,
FIAT,"500L, from 2013 onwards",1.6 MultiJet 120 bhp with Start and Stop (MY 2015),M6,1598,Diesel,,,,,4.6,4.0,4.2,61.4,70.6,67.3,112,£997,,£997,6,72.0,324,,69,120,0.59,,,,,,,
FIAT,"Panda, From February 2012 onwards",1.3 16v MultiJet 95 bhp - Cross,M5,1248,Diesel,,,,,4.8,4.4,4.5,58.9,64.2,62.8,119,"£1,068",,"£1,068",6,73.0,239,,42,103,0.51,,,,,,,
FIAT,"Panda, From February 2012 onwards",1.3 16v MultiJet 95 bhp 4 x 4,M5,1248,Diesel,,,,,4.7,4.3,4.4,60.1,65.7,64.2,117,"£1,045",,"£1,045",6,73.0,218,,46,74,0.85,,,,,,,
FORD,"C-Max, Model Year Post 2016¼",2.0 TDCi Stop-Start (150PS),M6,1997,Diesel,,,,,5.0,4.0,4.4,56.5,70.6,64.2,114,"£1,045",,"£1,045",6,70.0,207,,49,91,0.18,,,,,,,
FORD,"C-Max, Model Year Post 2016¼",2.0 TDCi Stop-Start (150PS),MPS6,1997,Diesel,,,,,5.5,4.4,4.8,51.4,64.2,58.9,124,"£1,139",,"£1,139",6,69.0,274,,33,79,0.59,,,,,,,
FORD,"C-Max, Model Year Pre 2016¼",1.5 TDCi Stop-Start (120PS),MPS6,1499,Diesel,,,,,5.0,4.1,4.4,56.5,68.9,64.2,115,"£1,045",,"£1,045",6,68.0,339,,71,100,0.67,,,,,,,
FORD,"C-Max, Model Year Pre 2016¼",2.0 TDCi Stop-Start (150PS),M6,1997,Diesel,,,,,5.0,4.0,4.4,56.5,70.6,64.2,114,"£1,045",,"£1,045",6,70.0,207,,49,91,0.18,,,,,,,
FORD,"C-Max, Model Year Pre 2016¼",2.0 TDCi Stop-Start (150PS),MPS6,1997,Diesel,,,,,5.5,4.4,4.8,51.4,64.2,58.9,124,"£1,139",,"£1,139",6,69.0,274,,33,79,0.59,,,,,,,
FORD,"EcoSport, Model Year Post 2016¾",1.5 Duratorq TDCi (95PS) ,M5,1499,Diesel,,,,,4.8,4.3,4.4,58.9,65.7,64.2,115,"£1,045",,"£1,045",6,70.0,464,,40,118,0.80,,,,,,,
FORD,"EcoSport, Model Year Pre 2016¾",1.5 Duratorq TDCi (95PS) ,M5,1499,Diesel,,,,,4.8,4.3,4.4,58.9,65.7,64.2,115,"£1,045",,"£1,045",6,70.0,464,,40,118,0.80,,,,,,,
FORD,"Focus, Model Year Post 2017",2.0 Duratorq TDCi (150PS) With Stop/Start - 5 Door,A6,1997,Diesel,,,,,5.2,4.0,4.4,54.3,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Post 2017",2.0 Duratorq TDCi (150PS) With Stop/Start - Estate,A6,1997,Diesel,,,,,5.2,4.0,4.4,54.3,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Post 2017",2.0 Duratorq TDCi (185PS) With Stop/Start - 5 Door,A6,1999,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,119,"£1,093",,"£1,093",6,73.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Post 2017",2.0 Duratorq TDCi (185PS) With Stop/Start - Estate,A6,1999,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,119,"£1,093",,"£1,093",6,73.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Pre 2017",2.0 Duratorq TDCi (150PS) With Stop/Start - 5 Door,A6,1997,Diesel,,,,,5.2,4.0,4.4,54.3,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Pre 2017",2.0 Duratorq TDCi (150PS) With Stop/Start - 5 Door,A6,1997,Diesel,,,,,5.2,4.0,4.4,54.3,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Pre 2017",2.0 Duratorq TDCi (185PS) With Stop/Start - 5 Door,A6,1999,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,119,"£1,093",,"£1,093",6,73.0,145,,53,67,0.85,,,,,,,
FORD,"Focus, Model Year Pre 2017",2.0 Duratorq TDCi (185PS) With Stop/Start - Estate,A6,1999,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,119,"£1,093",,"£1,093",6,73.0,145,,53,67,0.85,,,,,,,
FORD,"Galaxy, Model Year Post 2016¾",2.0 Duratorq TDCi (120PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,234,,48,98,0.41,,,,,,,
FORD,"Galaxy, Model Year Post 2016¾",2.0 Duratorq TDCi (150PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,239,,49,87,0.51,,,,,,,
FORD,"Galaxy, Model Year Post 2016¾",2.0 Duratorq TDCi (180PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,234,,48,98,0.41,,,,,,,
FORD,"Galaxy, Model Year Pre 2016¾",2.0 Duratorq TDCi (120PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,234,,48,98,0.41,,,,,,,
FORD,"Galaxy, Model Year Pre 2016¾",2.0 Duratorq TDCi (150PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,239,,49,87,0.51,,,,,,,
FORD,"Galaxy, Model Year Pre 2016¾",2.0 Duratorq TDCi (180PS),M6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,73.0,234,,48,98,0.41,,,,,,,
FORD,"Grand C-Max, Model Year Post 2016¼",1.5 TDCi Stop-Start (120PS),M6,1499,Diesel,,,,,4.9,4.1,4.4,57.6,68.9,64.2,113,"£1,045",,"£1,045",6,68.0,459,,55,105,0.59,,,,,,,
FORD,"Grand C-Max, Model Year Post 2016¼",1.5 TDCi Stop-Start (120PS),MPS6,1499,Diesel,,,,,5.1,4.3,4.6,55.4,65.7,61.4,119,"£1,093",,"£1,093",6,69.0,339,,71,100,0.67,,,,,,,
FORD,"Grand C-Max, Model Year Post 2016¼",2.0 TDCi Stop-Start (150PS),M6,1997,Diesel,,,,,5.2,4.2,4.6,54.3,67.3,61.4,119,"£1,093",,"£1,093",6,70.0,278,,52,96,0.58,,,,,,,
FORD,"Grand C-Max, Model Year Post 2016¼",2.0 TDCi Stop-Start (150PS),MPS6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,69.0,198,,27,67,0.44,,,,,,,
FORD,"Grand C-Max, Model Year Pre 2016¼",1.5 TDCi Stop-Start (120PS),M6,1499,Diesel,,,,,4.9,4.1,4.4,57.6,68.9,64.2,113,"£1,045",,"£1,045",6,68.0,459,,55,105,0.59,,,,,,,
FORD,"Grand C-Max, Model Year Pre 2016¼",1.5 TDCi Stop-Start (120PS),MPS6,1499,Diesel,,,,,5.4,4.5,4.8,52.3,62.8,58.9,124,"£1,139",,"£1,139",6,69.0,339,,71,100,0.67,,,,,,,
FORD,"Grand C-Max, Model Year Pre 2016¼",2.0 TDCi Stop-Start (150PS),M6,1997,Diesel,,,,,5.2,4.2,4.6,54.3,67.3,61.4,119,"£1,093",,"£1,093",6,70.0,278,,52,96,0.58,,,,,,,
FORD,"Grand C-Max, Model Year Pre 2016¼",2.0 TDCi Stop-Start (150PS),MPS6,1997,Diesel,,,,,5.6,4.6,5.0,50.4,61.4,56.5,129,"£1,188",,"£1,188",6,69.0,198,,27,67,0.44,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Post 2016¼",1.5 Duratorq TDCi (100PS),M5,1499,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,124,"£1,139",,"£1,139",6,71.0,371,,77,112,0.35,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Post 2016¼",1.5 Duratorq TDCi (100PS) with Auto Stop-Start,MPS6,1499,Diesel,,,,,5.4,4.7,5.0,52.3,60.1,56.5,129,"£1,188",,"£1,188",6,70.0,260,,65,94,0.75,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Post 2016¼",1.5 Duratorq TDCi (100PS) with Optional Auto Stop-Start,M5,1499,Diesel,,,,,4.7,4.3,4.4,60.1,65.7,64.2,115,"£1,045",,"£1,045",6,71.0,371,,77,112,0.35,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Post 2016¼",1.5 Duratorq TDCi (120PS) with  Auto Stop-Start,M6,1499,Diesel,,,,,4.9,4.4,4.6,57.6,64.2,61.4,119,"£1,093",,"£1,093",6,69.0,353,,76,108,1.27,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Post 2016¼",1.5 Duratorq TDCi (120PS) with  Auto Stop-Start,MPS6,1499,Diesel,,,,,5.4,4.7,5.0,52.3,60.1,56.6,129,"£1,185",,"£1,185",6,70.0,260,,65,94,0.75,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Pre 2016¼",1.5 Duratorq TDCi (100PS),M5,1499,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,124,"£1,139",,"£1,139",6,71.0,371,,77,112,0.35,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Pre 2016¼",1.5 Duratorq TDCi (100PS) with Optional Auto Stop-Start,M5,1499,Diesel,,,,,4.7,4.3,4.4,60.1,65.7,64.2,115,"£1,045",,"£1,045",6,71.0,371,,77,112,0.35,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Pre 2016¼",1.5 Duratorq TDCi (120PS) with  Auto Stop-Start,M6,1499,Diesel,,,,,4.9,4.4,4.6,57.6,64.2,61.4,119,"£1,093",,"£1,093",6,69.0,353,,76,108,1.27,,,,,,,
FORD,"Grand Tourneo Connect, Model Year Pre 2016¼",1.5 Duratorq TDCi (120PS) with  Auto Stop-Start,MPS6,1499,Diesel,,,,,5.4,4.7,5.0,52.3,60.1,56.6,129,"£1,185",,"£1,185",6,70.0,367,,53,93,0.62,,,,,,,
FORD,"Kuga, Model Year Post 2017¾",1.5 TDCi (120PS),M6,1499,Diesel,,,,,4.9,4.2,4.4,57.6,67.3,64.2,115,"£1,045",,"£1,045",6,68.0,336,,61,105,0.60,,,,,,,
FORD,"Kuga, Model Year Post 2017¾",1.5 TDCi (120PS),MPS6,1499,Diesel,,,,,5.1,4.6,4.8,55.4,61.4,58.9,124,"£1,139",,"£1,139",6,66.0,364,,50,105,0.62,,,,,,,
FORD,"Kuga, Model Year Post 2017¾",2.0 TDCi (150PS),M6,1997,Diesel,,,,,5.4,4.3,4.7,52.3,65.7,60.1,122,"£1,116",,"£1,116",6,69.0,311,,66,107,0.03,,,,,,,
FORD,"Kuga, Model Year Pre 2017¾",1.5 TDCi (120PS),M6,1499,Diesel,,,,,4.8,4.2,4.4,58.9,67.3,64.2,115,"£1,045",,"£1,045",6,68.0,372,,47,92,0.55,,,,,,,
FORD,"Kuga, Model Year Pre 2017¾",1.5 TDCi (120PS),MPS6,1499,Diesel,,,,,5.1,4.6,4.8,55.4,61.4,58.9,124,"£1,139",,"£1,139",6,66.0,276,,35,63,0.09,,,,,,,
FORD,"Kuga, Model Year Pre 2017¾",2.0 TDCi (150PS),M6,1997,Diesel,,,,,5.4,4.3,4.7,52.3,65.7,60.1,122,"£1,116",,"£1,116",6,69.0,311,,66,107,0.03,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (150PS) - Estate,M6,1997,Diesel,,,,,4.9,3.9,4.3,57.6,72.4,65.7,112,"£1,021",,"£1,021",6,70.0,178,,42,89,0.57,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (150PS) - Estate,MPS6,1997,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,123,"£1,139",,"£1,139",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (150PS) - Estate,M6-AWD,1997,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,127,"£1,165",,"£1,165",6,71.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (150PS) - Hatchback,MPS6,1997,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (150PS) - Hatchback,M6-AWD,1997,Diesel,,,,,5.5,4.4,4.8,51.4,64.2,58.9,124,"£1,139",,"£1,139",6,71.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (180PS) - Estate,M6,1997,Diesel,,,,,5.1,4.1,4.5,55.4,68.9,62.8,117,"£1,068",,"£1,068",6,70.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (180PS) - Estate,MPS6,1997,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,123,"£1,139",,"£1,139",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (180PS) - Hatchback,M6,1997,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (180PS) - Hatchback,MPS6,1997,Diesel,,,,,5.3,4.2,4.6,53.3,67.3,61.4,120,"£1,093",,"£1,093",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (210PS) - Estate,MPS6,1997,Diesel,,,,,5.8,4.5,5.0,48.7,62.8,56.5,129,"£1,188",,"£1,188",6,70.0,240,,43,78,0.84,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF (210PS) - Hatchback,MPS6,1997,Diesel,,,,,5.6,4.3,4.8,50.4,65.7,58.9,124,"£1,139",,"£1,139",6,70.0,240,,43,78,0.84,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (150PS) - Estate,M6,1997,Diesel,,,,,5.1,4.0,4.4,55.4,70.6,64.2,115,"£1,045",,"£1,045",6,70.0,178,,42,89,0.57,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (150PS) - Estate,MPS6,1997,Diesel,,,,,5.5,4.5,4.9,51.4,62.8,57.6,126,"£1,165",,"£1,165",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (150PS) - Hatchback,M6,1997,Diesel,,,,,4.9,3.9,4.3,57.6,72.4,65.7,112,"£1,021",,"£1,021",6,70.0,178,,42,89,0.57,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (150PS) - Hatchback,MPS6,1997,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,124,"£1,139",,"£1,139",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (150PS) - Hatchback,M6-AWD,1997,Diesel,,,,,5.6,4.5,4.9,50.4,62.8,57.6,127,"£1,165",,"£1,165",6,71.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (180PS) - Estate,M6,1997,Diesel,,,,,5.2,4.1,4.5,54.3,68.9,62.8,119,"£1,068",,"£1,068",6,70.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (180PS) - Estate,MPS6,1997,Diesel,,,,,5.5,4.5,4.9,51.4,62.8,57.6,126,"£1,165",,"£1,165",6,71.0,358,,43,96,0.88,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (180PS) - Hatchback,M6,1997,Diesel,,,,,5.1,4.1,4.5,55.4,68.9,62.8,117,"£1,068",,"£1,068",6,70.0,312,,74,132,0.49,,,,,,,
FORD,"Mondeo, Model Year Post 2017",2.0 Duratorq TDCi + DPF fitted with Optional 18'' and 19'' Alloy Wheels (180PS) - Hatchback,MPS6,1997,Diesel,,,,,5.4,4.4,4.8,52.3,64.2,58.9,124,"£1,139",,"£1,139",6,71.0,358,,43,96,0.88,,,,,,,
